0,0.62534,3,9,10
0.052632,0.62534,3,9,10
0.10526,0.62534,3,9,10
0.15789,0.62534,3,9,10
0.21053,0.62243,2,8,10
0.26316,0.59905,4,9,9
0.31579,0.59905,4,9,9
0.36842,0.59905,4,9,9
0.42105,0.59196,2,9,9
0.47368,0.59196,2,9,9
0.52632,0.58585,3,5,8
0.57895,0.58585,3,5,8
0.63158,0.58585,3,5,8
0.68421,0.58033,3,3,8
0.73684,0.56186,3,7,7
0.78947,0.56186,3,7,7
0.84211,0.52028,3,8,6
0.89474,0,0,0,0
0.94737,0,0,0,0
1,0,0,0,0
